userName;content;score;at;sentimen;hasil_prediksi;kategori;sentimen_kategori
Pengguna Google;kenapa tidak bisa lagi pembayaran tunai???;10.0;12/06/2025 03:31;tidak puas;netral;sistem aplikasi;sistem aplikasi
Pengguna Google;sangat memuaskan trima kasih banyak;50.0;12/06/2025 03:09;puas;puas;lainnya;lainnya
Pengguna Google;ok;50.0;12/06/2025 02:57;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;12/06/2025 02:48;puas;puas;lainnya;lainnya
Pengguna Google;kami merasa terbantu terimakasih grab;50.0;12/06/2025 02:39;puas;puas;lainnya;lainnya
Pengguna Google;sangat baik komunikasinya;50.0;12/06/2025 02:22;puas;puas;lainnya;lainnya
Pengguna Google;sangat amanah;50.0;12/06/2025 02:14;puas;puas;lainnya;lainnya
Pengguna Google;mantapp;50.0;12/06/2025 02:09;puas;puas;sistem aplikasi;sistem aplikasi
Pengguna Google;👍;50.0;12/06/2025 01:58;puas;05/08/2020 12:29;lainnya;driver
Pengguna Google;👍baik;50.0;12/06/2025 01:53;puas;puas;lainnya;lainnya
Pengguna Google;mksh sdh membantu;50.0;12/06/2025 01:47;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;12/06/2025 00:38;puas;puas;lainnya;lainnya
Pengguna Google;keren;50.0;12/06/2025 00:34;puas;puas;lainnya;lainnya
Pengguna Google;trima kasih;50.0;12/06/2025 00:15;puas;puas;lainnya;driver
Pengguna Google;sempurna;50.0;12/06/2025 00:10;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;12/06/2025 00:09;puas;puas;lainnya;lainnya
Pengguna Google;mantap sob;50.0;12/06/2025 00:04;puas;puas;lainnya;lainnya
Pengguna Google;membantu bngt dikala motor saya mogok..tingktkkn terus pelayanan yg baik..trimakasih;50.0;11/06/2025 23:58;puas;puas;driver;driver
Pengguna Google;terbaik;10.0;11/06/2025 23:52;tidak puas;puas;lainnya;lainnya
Pengguna Google;cepat;50.0;11/06/2025 23:49;puas;puas;driver;driver
Pengguna Google;ok;50.0;11/06/2025 23:40;puas;puas;lainnya;lainnya
Pengguna Google;top;50.0;11/06/2025 23:31;puas;puas;lainnya;lainnya
Pengguna Google;sangat membantu;50.0;11/06/2025 23:20;puas;puas;lainnya;lainnya
Pengguna Google;sangat membantu mobilitas;50.0;11/06/2025 22:33;puas;puas;lainnya;lainnya
Pengguna Google;👍;50.0;11/06/2025 22:14;puas;05/08/2020 12:29;lainnya;driver
Pengguna Google;respon cepat;40.0;11/06/2025 22:13;puas;puas;driver;driver
Pengguna Google;ok;50.0;11/06/2025 20:35;puas;puas;lainnya;lainnya
Pengguna Google;service memuaskan;50.0;11/06/2025 19:11;puas;puas;lainnya;lainnya
Pengguna Google;semoga selalu ontime dan ramah good look driver grab smoga kaya di udara;50.0;11/06/2025 19:05;puas;puas;driver;driver
Pengguna Google;mantap;50.0;11/06/2025 17:58;puas;puas;lainnya;lainnya
Pengguna Google;sangat membantu;50.0;11/06/2025 16:53;puas;puas;lainnya;lainnya
Pengguna Google;baik;50.0;11/06/2025 16:42;puas;puas;lainnya;lainnya
Pengguna Google;bagus;40.0;11/06/2025 16:12;puas;puas;lainnya;lainnya
Pengguna Google;pelayanan nya jelek sekali;10.0;11/06/2025 15:14;tidak puas;tidak puas;driver;driver
Pengguna Google;mantaff;50.0;11/06/2025 15:07;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;11/06/2025 14:43;puas;puas;lainnya;lainnya
Pengguna Google;good baget;50.0;11/06/2025 14:21;puas;puas;lainnya;lainnya
Pengguna Google;ok;50.0;11/06/2025 13:52;puas;puas;lainnya;lainnya
Pengguna Google;drebar ok;50.0;11/06/2025 13:47;puas;puas;lainnya;lainnya
Pengguna Google;good;50.0;11/06/2025 13:29;puas;puas;lainnya;lainnya
Pengguna Google;bguss;50.0;11/06/2025 13:22;puas;netral;lainnya;lainnya
Pengguna Google;bunga ovo paylater nya sungguh luar biasa pdahal saya pesan grabfood cuma 28 rb biaya paylater nya sampe 40rb sungguh diluar nalar makanya saya langsung uninstall 😩😩😩;10.0;11/06/2025 13:21;tidak puas;tidak puas;lainnya;driver
Pengguna Google;berkendara dengan baik;50.0;11/06/2025 13:14;puas;puas;lainnya;driver
Pengguna Google;bagus;50.0;11/06/2025 13:07;puas;puas;lainnya;lainnya
Pengguna Google;cepat ramah aman;50.0;11/06/2025 12:57;puas;puas;driver;driver
Pengguna Google;semoga makin sukses;50.0;11/06/2025 12:52;puas;puas;lainnya;lainnya
Pengguna Google;bagus;40.0;11/06/2025 12:50;puas;puas;lainnya;lainnya
Pengguna Google;bagu;50.0;11/06/2025 12:48;puas;puas;lainnya;driver
Pengguna Google;ok;50.0;11/06/2025 12:29;puas;puas;lainnya;lainnya
Pengguna Google;good attitude;50.0;11/06/2025 12:20;puas;puas;lainnya;driver
Pengguna Google;ko lama utk bisa di perbarui nya sihh;20.0;11/06/2025 12:12;tidak puas;tidak puas;driver;driver
Pengguna Google;mantap;50.0;11/06/2025 12:10;puas;puas;lainnya;lainnya
Pengguna Google;ok;50.0;11/06/2025 12:08;puas;puas;lainnya;lainnya
Pengguna Google;👍;50.0;11/06/2025 11:58;puas;05/08/2020 12:29;lainnya;driver
Pengguna Google;pelayanan luarbiasa;50.0;11/06/2025 11:53;puas;puas;driver;driver
Pengguna Google;bagus memuaskan;50.0;11/06/2025 11:36;puas;puas;lainnya;lainnya
Pengguna Google;sangat baik;50.0;11/06/2025 11:35;puas;puas;lainnya;lainnya
Pengguna Google;alhamdulillah;50.0;11/06/2025 11:23;puas;puas;lainnya;driver
Pengguna Google;cepet;50.0;11/06/2025 11:22;puas;puas;lainnya;lainnya
Pengguna Google;aman dan cepat;50.0;11/06/2025 11:12;puas;puas;driver;driver
Pengguna Google;mas driver sigap;50.0;11/06/2025 11:05;puas;puas;driver;driver
Pengguna Google;terimakasih;50.0;11/06/2025 10:56;puas;puas;lainnya;lainnya
Pengguna Google;sangat membantu;50.0;11/06/2025 10:40;puas;puas;lainnya;lainnya
Pengguna Google;aman dan nyaman;50.0;11/06/2025 10:35;puas;puas;lainnya;driver
Pengguna Google;mantap;50.0;11/06/2025 10:30;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;11/06/2025 10:21;puas;puas;lainnya;lainnya
Pengguna Google;luar biassa;50.0;11/06/2025 10:11;puas;puas;lainnya;lainnya
Pengguna Google;good job;50.0;11/06/2025 09:58;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;11/06/2025 09:51;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;11/06/2025 09:46;puas;puas;lainnya;lainnya
Pengguna Google;bagus pelayanannya.;50.0;11/06/2025 09:33;puas;puas;driver;driver
Pengguna Google;sangat membantu jemput ke desa bisa;50.0;11/06/2025 09:15;puas;puas;lainnya;lainnya
Pengguna Google;baik;50.0;11/06/2025 09:02;puas;puas;lainnya;lainnya
Pengguna Google;baik ramah nyaman;50.0;11/06/2025 08:33;puas;puas;driver;driver
Pengguna Google;sangat membantu selama ini;50.0;11/06/2025 08:32;puas;puas;driver;driver
Pengguna Google;sangat membantu;50.0;11/06/2025 08:31;puas;puas;lainnya;lainnya
Pengguna Google;sangat nyaman terimakasih 👍👍;50.0;11/06/2025 08:30;puas;puas;lainnya;lainnya
Pengguna Google;baik ramah;50.0;11/06/2025 08:17;puas;puas;driver;driver
Pengguna Google;ok;50.0;11/06/2025 08:05;puas;puas;lainnya;lainnya
Pengguna Google;𝗴𝗼𝗼𝗱;50.0;11/06/2025 07:58;puas;05/08/2020 12:29;lainnya;lainnya
Pengguna Google;suka;50.0;11/06/2025 07:49;puas;puas;lainnya;lainnya
Pengguna Google;mantapp;50.0;11/06/2025 07:40;puas;puas;sistem aplikasi;sistem aplikasi
Pengguna Google;nyaman dan aman;50.0;11/06/2025 07:38;puas;puas;lainnya;driver
Pengguna Google;bagus untuk anak sekolah;50.0;11/06/2025 07:38;puas;puas;lainnya;lainnya
Pengguna Google;good job;50.0;11/06/2025 07:34;puas;puas;lainnya;lainnya
Pengguna Google;driverny baik;50.0;11/06/2025 07:32;puas;puas;driver;driver
Pengguna Google;mantap;50.0;11/06/2025 07:26;puas;puas;lainnya;lainnya
Pengguna Google;recomend dari semua apk driver;50.0;11/06/2025 07:13;puas;puas;driver;driver
Pengguna Google;mantap;50.0;11/06/2025 06:58;puas;puas;lainnya;lainnya
Pengguna Google;kasian driver nya potongan dari aplikator nya sangat besar;10.0;11/06/2025 06:52;tidak puas;tidak puas;driver;driver
Pengguna Google;makasih pak ramah baik;50.0;11/06/2025 06:24;puas;puas;driver;driver
Pengguna Google;luar biasa;50.0;11/06/2025 06:23;puas;puas;lainnya;lainnya
Pengguna Google;memudahkan kami;50.0;11/06/2025 06:08;puas;puas;lainnya;lainnya
Pengguna Google;cepat dan tepat 👍👍;50.0;11/06/2025 06:04;puas;puas;driver;driver
Pengguna Google;greb nya ramah;50.0;11/06/2025 05:59;puas;puas;driver;driver
Pengguna Google;sangat membantu aktifitas sehari2;40.0;11/06/2025 05:51;puas;puas;lainnya;lainnya
Pengguna Google;mahal tapi biaya asmin ke ojek online juga malah dinaikin;10.0;11/06/2025 05:51;tidak puas;tidak puas;lainnya;driver
Pengguna Google;grab sekali klo pesen gofood asli lama banget nunggunya;20.0;11/06/2025 05:32;tidak puas;tidak puas;driver;driver
Pengguna Google;bagus;50.0;11/06/2025 05:24;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;11/06/2025 05:17;puas;puas;lainnya;lainnya
Pengguna Google;sangat baik.;50.0;11/06/2025 05:13;puas;puas;lainnya;lainnya
Pengguna Google;top;50.0;11/06/2025 05:05;puas;puas;lainnya;lainnya
Pengguna Google;pelayanan baik;50.0;11/06/2025 04:54;puas;puas;driver;driver
Pengguna Google;top markotop;50.0;11/06/2025 04:33;puas;puas;lainnya;lainnya
Pengguna Google;sangat membantu;50.0;11/06/2025 04:11;puas;puas;lainnya;lainnya
Pengguna Google;pokok nya mantap lah;40.0;11/06/2025 04:06;puas;puas;lainnya;lainnya
Pengguna Google;grab sangat luar biasa;50.0;11/06/2025 03:34;puas;puas;lainnya;lainnya
Pengguna Google;baik;50.0;11/06/2025 03:26;puas;puas;lainnya;lainnya
Pengguna Google;ok;50.0;11/06/2025 03:21;puas;puas;lainnya;lainnya
Pengguna Google;baik;50.0;11/06/2025 03:01;puas;puas;lainnya;lainnya
Pengguna Google;puas;50.0;11/06/2025 03:00;puas;puas;lainnya;lainnya
Pengguna Google;kapok saya menggunakan aplikasi gojek maupun goopay saya top up saldo dari mbanking sampai sekarang saldonya gamasuk padahal saldo saya sudah terpotong dan tranasaksi berhasil namun gamasuk di saldo. ketika saya buat laporan disuruh nunggu 2 hari padahal saya butuh uangnya. dan sampai sekarang belum ada kejelasan mengenai uang saya . dari tanggal 6 juni 2025 sampai sekarang masih belum ada kejelasanan. pelayanan buruk dan gajelas merugikan sekaliii. hati hati ya kalo.mau menggunakan goopay ini.;10.0;11/06/2025 02:44;tidak puas;tidak puas;driver;driver
Pengguna Google;sngat bagus;50.0;11/06/2025 02:18;puas;puas;lainnya;lainnya
Pengguna Google;aman;50.0;11/06/2025 02:17;puas;puas;lainnya;lainnya
Pengguna Google;super ok;50.0;11/06/2025 02:15;puas;puas;lainnya;lainnya
Pengguna Google;good pokoknya;50.0;11/06/2025 02:09;puas;puas;lainnya;lainnya
Pengguna Google;sabar menunggu pasti sampai tujuan juga..;50.0;11/06/2025 02:06;puas;puas;lainnya;driver
Pengguna Google;untuk menghindari kemacetan agar perjalanan lancar naik grab cepat sampai tujuan;50.0;11/06/2025 02:00;puas;puas;driver;driver
Pengguna Google;👍;50.0;11/06/2025 01:57;puas;05/08/2020 12:29;lainnya;driver
Pengguna Google;mudah dan cepat;50.0;11/06/2025 01:49;puas;puas;driver;driver
Pengguna Google;👍;50.0;11/06/2025 01:47;puas;05/08/2020 12:29;lainnya;driver
Pengguna Google;pengemudi ramah;50.0;11/06/2025 01:36;puas;puas;driver;driver
Pengguna Google;nice;50.0;11/06/2025 01:31;puas;puas;driver;driver
Pengguna Google;mantap;50.0;11/06/2025 00:51;puas;puas;lainnya;lainnya
Pengguna Google;sangat senang dan mudah menguna kan grab;50.0;11/06/2025 00:49;puas;puas;lainnya;driver
Pengguna Google;ok;50.0;11/06/2025 00:35;puas;puas;lainnya;lainnya
Pengguna Google;mantap surantap;50.0;11/06/2025 00:09;puas;puas;lainnya;lainnya
Pengguna Google;drivernya baik ramah sopan;50.0;11/06/2025 00:04;puas;puas;driver;driver
Pengguna Google;baru kali ini saya kecewa dengan grab.. tidak pernah melakukan pengajuan langganan tiba-tiba dapat notifikasi potongan biaya langganan. tolong di evaluasi. kenapa langsung ke debet di kartu saya. terima kasih;20.0;10/06/2025 23:54;tidak puas;tidak puas;lainnya;driver
Pengguna Google;ribet segala ada verifikasi wajah sebelum berangkat mohon di hilangkan aja;10.0;10/06/2025 23:36;tidak puas;tidak puas;lainnya;driver
Pengguna Google;alhamdulillah pokok nya sukses trs buat grab khusus nya buat bng ojol amanah semoga lancar dlm usaha nya. terima kasih udh mengantarkan anak smpai tujuan dngn aman. 🙏🙏;50.0;10/06/2025 23:30;puas;puas;lainnya;driver
Pengguna Google;dari stasiun yogya..ke the rich yogya...mudah dan cepat sampai;50.0;10/06/2025 23:17;puas;puas;driver;driver
Pengguna Google;sangat sopan dn ramah;50.0;10/06/2025 22:59;puas;puas;driver;driver
Pengguna Google;good;50.0;10/06/2025 22:41;puas;puas;lainnya;lainnya
Pengguna Google;baik;40.0;10/06/2025 20:30;puas;puas;lainnya;lainnya
Pengguna Google;lumayan;30.0;10/06/2025 18:26;netral;netral;lainnya;lainnya
Pengguna Google;ok;50.0;10/06/2025 18:25;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;10/06/2025 17:58;puas;puas;lainnya;lainnya
Pengguna Google;sopir nya kurang2 marah.dan kurang sopan;20.0;10/06/2025 17:25;tidak puas;puas;driver;driver
Pengguna Google;ok;50.0;10/06/2025 17:14;puas;puas;lainnya;lainnya
Pengguna Google;bagus utk mempermuda sgala urusan.👍;50.0;10/06/2025 17:11;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;10/06/2025 17:10;puas;puas;lainnya;lainnya
Pengguna Google;sangat berguna;50.0;10/06/2025 17:02;puas;puas;lainnya;lainnya
Pengguna Google;pertahankan;50.0;10/06/2025 16:17;puas;puas;lainnya;driver
Pengguna Google;seminggu 2x pembaruan aplikasi;10.0;10/06/2025 16:06;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Pengguna Google;sangat membantu;50.0;10/06/2025 15:17;puas;puas;lainnya;lainnya
Pengguna Google;perlu di tingkatkan dan potongannya di kurangi ya min.;20.0;10/06/2025 15:11;tidak puas;netral;lainnya;driver
Pengguna Google;baik;50.0;10/06/2025 14:49;puas;puas;lainnya;lainnya
Pengguna Google;mau daftar susah amat;30.0;10/06/2025 14:49;netral;netral;lainnya;driver
Pengguna Google;good;50.0;10/06/2025 14:43;puas;puas;lainnya;lainnya
Pengguna Google;oke;50.0;10/06/2025 14:16;puas;puas;lainnya;lainnya
Pengguna Google;bisa diandalkan;50.0;10/06/2025 14:10;puas;puas;lainnya;lainnya
Pengguna Google;terlalu lamaenunggu pesanan. di batalkan lansung tdk bisa memesan kembali. sangat buruk;10.0;10/06/2025 14:00;tidak puas;tidak puas;driver;driver
Pengguna Google;mudah nyaman;50.0;10/06/2025 13:56;puas;puas;lainnya;lainnya
Pengguna Google;baikk;50.0;10/06/2025 13:55;puas;puas;lainnya;lainnya
Pengguna Google;waw;50.0;10/06/2025 13:46;puas;puas;lainnya;lainnya
Pengguna Google;cukup menarik🖐🏻;50.0;10/06/2025 13:25;puas;puas;lainnya;lainnya
Pengguna Google;tercepat;50.0;10/06/2025 13:19;puas;puas;driver;driver
Pengguna Google;drivernya terlalu banyak bermasalah kecewa bgt mana grabnya ga ada kebijakan apapun.;10.0;10/06/2025 13:10;tidak puas;tidak puas;driver;driver
Pengguna Google;bagus;50.0;10/06/2025 13:07;puas;puas;lainnya;lainnya
Pengguna Google;ok;50.0;10/06/2025 12:40;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;10/06/2025 12:37;puas;puas;lainnya;lainnya
Pengguna Google;terbaik;50.0;10/06/2025 12:36;puas;puas;lainnya;lainnya
Pengguna Google;baik;50.0;10/06/2025 12:32;puas;puas;lainnya;lainnya
Pengguna Google;keren;50.0;10/06/2025 12:26;puas;puas;lainnya;lainnya
Pengguna Google;kecewa sayah.barusan pesan bubur ayam 29rb. titik selalu eror jauh. di maki2 sama ojol nya.mnta tambah lgi.duit pas banget.. ojol nya kurang sabaran juga amit2.kecewa..cukup;10.0;10/06/2025 12:07;tidak puas;netral;lainnya;driver
Pengguna Google;bagus dan aman;50.0;10/06/2025 12:02;puas;puas;lainnya;driver
Pengguna Google;tolong di perhatikan drivernya khususnya pada daerah serang karena ga sopan pada penumpang;10.0;10/06/2025 11:58;tidak puas;tidak puas;driver;driver
Pengguna Google;pelayanan yang ramah;50.0;10/06/2025 11:57;puas;puas;driver;driver
Pengguna Google;sangat membantu sekali;50.0;10/06/2025 11:57;puas;puas;lainnya;lainnya
Pengguna Google;sangat membantu;50.0;10/06/2025 11:14;puas;puas;lainnya;lainnya
Pengguna Google;sangat baik;50.0;10/06/2025 11:11;puas;puas;lainnya;lainnya
Pengguna Google;ok;50.0;10/06/2025 10:53;puas;puas;lainnya;lainnya
Pengguna Google;cepat sekali;50.0;10/06/2025 10:47;puas;puas;driver;driver
Pengguna Google;sabgat baik;50.0;10/06/2025 10:40;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;10/06/2025 10:40;puas;puas;lainnya;lainnya
Pengguna Google;pengemudinya membantu banget;50.0;10/06/2025 10:25;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;10/06/2025 10:20;puas;puas;lainnya;lainnya
Pengguna Google;mantap bagus;50.0;10/06/2025 10:18;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;10/06/2025 10:00;puas;puas;lainnya;lainnya
Pengguna Google;terbaik;50.0;10/06/2025 09:59;puas;puas;lainnya;lainnya
Pengguna Google;oke;50.0;10/06/2025 09:54;puas;puas;lainnya;lainnya
Pengguna Google;ok;50.0;10/06/2025 09:30;puas;puas;lainnya;lainnya
Pengguna Google;jelek sekali aplikasi grab selalu masalah di metode pembayaran padhal udah diganti tetep sama ajah ga ada perubahan tolong lah diperbaikin lagi;20.0;10/06/2025 09:22;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Pengguna Google;driver nya ramah;50.0;10/06/2025 09:13;puas;puas;driver;driver
Pengguna Google;terimakasih orang baik;50.0;10/06/2025 09:11;puas;puas;lainnya;driver
Pengguna Google;mantap;50.0;10/06/2025 08:45;puas;puas;lainnya;lainnya
Pengguna Google;😂;10.0;10/06/2025 08:43;tidak puas;05/08/2020 12:29;lainnya;driver
Pengguna Google;bagus banget;50.0;10/06/2025 08:41;puas;puas;lainnya;lainnya
Pengguna Google;ramah;50.0;10/06/2025 08:29;puas;puas;driver;driver
Pengguna Google;baik;50.0;10/06/2025 08:28;puas;puas;lainnya;lainnya
Pengguna Google;terimakasih atas kerjasama nya yang baik;50.0;10/06/2025 08:23;puas;puas;lainnya;driver
Pengguna Google;skrng ribet amat mau pesen grabfood aja harus verif pake selfie dulu🙃;20.0;10/06/2025 08:20;tidak puas;tidak puas;lainnya;driver
Pengguna Google;peyananya baik saya suka;50.0;10/06/2025 08:01;puas;puas;lainnya;driver
Pengguna Google;tepat waktu;50.0;10/06/2025 07:59;puas;puas;lainnya;driver
Pengguna Google;pelayanannya memuaskan. trimaksih🙏;50.0;10/06/2025 07:57;puas;puas;driver;driver
Pengguna Google;ok banget jadi gampang buat ngirim barang juga bisa mantap pokonya mah;50.0;10/06/2025 07:46;puas;puas;lainnya;lainnya
Pengguna Google;sangat bagus;50.0;10/06/2025 07:43;puas;puas;lainnya;lainnya
Pengguna Google;ok..;50.0;10/06/2025 07:38;puas;puas;lainnya;lainnya
Pengguna Google;tolong dong jangan seerakah komisi . udah argo cere serakah lagi.... argo up dong pliss;10.0;10/06/2025 07:34;tidak puas;tidak puas;sistem aplikasi;driver
Pengguna Google;👍🏻;50.0;10/06/2025 07:31;puas;05/08/2020 12:29;lainnya;driver
Pengguna Google;thanks to grab;50.0;10/06/2025 07:24;puas;puas;lainnya;sistem aplikasi
Pengguna Google;sopir nya baik dan sopan mobil nya bagus dan bersih . trimakasih 🙏 tuhan memberkati selalu.;50.0;10/06/2025 07:22;puas;puas;driver;driver
Pengguna Google;tepat waktu dan ramah..;50.0;10/06/2025 07:17;puas;puas;driver;driver
Pengguna Google;mantap;50.0;10/06/2025 07:11;puas;puas;lainnya;lainnya
Pengguna Google;terima ksh;50.0;10/06/2025 07:05;puas;puas;lainnya;driver
Pengguna Google;layanan nya bagus🙏👍.;50.0;10/06/2025 07:04;puas;puas;lainnya;driver
Pengguna Google;sangat terbantu;50.0;10/06/2025 06:50;puas;puas;lainnya;lainnya
Pengguna Google;trimakasih;50.0;10/06/2025 06:47;puas;puas;lainnya;lainnya
Pengguna Google;luar biasa di jamin;50.0;10/06/2025 06:36;puas;puas;lainnya;lainnya
Pengguna Google;orangnya baik dan ramah;50.0;10/06/2025 06:32;puas;puas;driver;driver
Pengguna Google;sangat membantu dalam bepergian;40.0;10/06/2025 06:28;puas;puas;lainnya;lainnya
Pengguna Google;ok;50.0;10/06/2025 06:25;puas;puas;lainnya;lainnya
Pengguna Google;baik enak;30.0;10/06/2025 06:24;netral;netral;lainnya;lainnya
Pengguna Google;ok;50.0;10/06/2025 06:22;puas;puas;lainnya;lainnya
Pengguna Google;cepet;50.0;10/06/2025 06:09;puas;puas;lainnya;lainnya
Pengguna Google;sangat membantu ☺👍👍👍👍👍;50.0;10/06/2025 06:02;puas;puas;lainnya;lainnya
Pengguna Google;luar biasa;50.0;10/06/2025 05:54;puas;puas;lainnya;lainnya
Pengguna Google;good;40.0;10/06/2025 05:40;puas;puas;lainnya;lainnya
Pengguna Google;penjemputan sampai dengan cepat.;50.0;10/06/2025 05:22;puas;puas;driver;driver
Pengguna Google;luar biasa;50.0;10/06/2025 05:00;puas;puas;lainnya;lainnya
Pengguna Google;tau jalan dan tepat waktu;50.0;10/06/2025 04:58;puas;puas;lainnya;driver
Pengguna Google;sangat membantu dengan tarif hemat untuk kendaraan mobil👍👍👍;50.0;10/06/2025 04:56;puas;puas;lainnya;driver
Pengguna Google;baik sopan;50.0;10/06/2025 04:37;puas;puas;driver;driver
